,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
47,-8.0,-8.0,-6.0,-9.0,-5.0,-6.0,-6.0,-7.0,-5.0,-6.0,-8.0,-2.0,-11.0,-4.0,-6.0,-6.0,-8.0,-6.0,-7.0,-5.0,-8.0,-8.0,-6.0,-9.0,-5.0,-6.0,-6.0,-7.0,-5.0,-6.0,-8.0,-2.0,-11.0,-4.0,-6.0,-6.0,-8.0,-6.0,-7.0,-5.0,-8.0,-8.0,-6.0,-9.0,-5.0,-6.0,-6.0,-7.0,-5.0,-6.0,-8.0,-2.0,-11.0,-4.0,-6.0,-6.0,-8.0,-6.0,-7.0,-5.0,0
48,-8.0,-2.0,-11.0,-4.0,-6.0,-6.0,-8.0,-6.0,-7.0,-5.0,-6.0,-8.0,-6.0,-7.0,-7.0,-6.0,-6.0,-6.0,-6.0,-5.0,-8.0,-2.0,-11.0,-4.0,-6.0,-6.0,-8.0,-6.0,-7.0,-5.0,-6.0,-8.0,-6.0,-7.0,-7.0,-6.0,-6.0,-6.0,-6.0,-5.0,-8.0,-2.0,-11.0,-4.0,-6.0,-6.0,-8.0,-6.0,-7.0,-5.0,-6.0,-8.0,-6.0,-7.0,-7.0,-6.0,-6.0,-6.0,-6.0,-5.0,0
49,-6.0,-8.0,-6.0,-7.0,-7.0,-6.0,-6.0,-6.0,-6.0,-5.0,-5.0,-8.0,-6.0,-8.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-8.0,-6.0,-7.0,-7.0,-6.0,-6.0,-6.0,-6.0,-5.0,-5.0,-8.0,-6.0,-8.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-8.0,-6.0,-7.0,-7.0,-6.0,-6.0,-6.0,-6.0,-5.0,-5.0,-8.0,-6.0,-8.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0
50,-5.0,-8.0,-6.0,-8.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-5.0,-7.0,-6.0,-6.0,-5.0,-8.0,-6.0,-8.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-5.0,-7.0,-6.0,-6.0,-5.0,-8.0,-6.0,-8.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-5.0,-7.0,-6.0,-6.0,0
51,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-5.0,-7.0,-6.0,-6.0,-7.0,-8.0,-5.0,-6.0,-8.0,-9.0,-6.0,-7.0,-7.0,-4.0,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-5.0,-7.0,-6.0,-6.0,-7.0,-8.0,-5.0,-6.0,-8.0,-9.0,-6.0,-7.0,-7.0,-4.0,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-5.0,-7.0,-6.0,-6.0,-7.0,-8.0,-5.0,-6.0,-8.0,-9.0,-6.0,-7.0,-7.0,-4.0,0
52,-7.0,-8.0,-5.0,-6.0,-8.0,-9.0,-6.0,-7.0,-7.0,-4.0,-6.0,-6.0,-7.0,-4.0,1.0,2.0,-1.0,4.0,1.0,3.0,-7.0,-8.0,-5.0,-6.0,-8.0,-9.0,-6.0,-7.0,-7.0,-4.0,-6.0,-6.0,-7.0,-4.0,1.0,2.0,-1.0,4.0,1.0,3.0,-7.0,-8.0,-5.0,-6.0,-8.0,-9.0,-6.0,-7.0,-7.0,-4.0,-6.0,-6.0,-7.0,-4.0,1.0,2.0,-1.0,4.0,1.0,3.0,0
53,-6.0,-6.0,-7.0,-4.0,1.0,2.0,-1.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,-6.0,-6.0,-7.0,-4.0,1.0,2.0,-1.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,-6.0,-6.0,-7.0,-4.0,1.0,2.0,-1.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0
54,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,0
55,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,0
56,1.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,1.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,1.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,0
57,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,0
58,9.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,0
59,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,0
60,8.0,6.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,11.0,14.0,12.0,13.0,14.0,15.0,12.0,14.0,11.0,13.0,8.0,6.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,11.0,14.0,12.0,13.0,14.0,15.0,12.0,14.0,11.0,13.0,8.0,6.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,11.0,14.0,12.0,13.0,14.0,15.0,12.0,14.0,11.0,13.0,0
61,11.0,14.0,12.0,13.0,14.0,15.0,12.0,14.0,11.0,13.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,10.0,12.0,11.0,14.0,12.0,13.0,14.0,15.0,12.0,14.0,11.0,13.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,10.0,12.0,11.0,14.0,12.0,13.0,14.0,15.0,12.0,14.0,11.0,13.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,10.0,12.0,0
62,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,3.0,6.0,5.0,3.0,-1.0,2.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,3.0,6.0,5.0,3.0,-1.0,2.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,3.0,6.0,5.0,3.0,-1.0,2.0,0
63,12.0,10.0,12.0,11.0,3.0,6.0,5.0,3.0,-1.0,2.0,5.0,2.0,1.0,0.0,2.0,1.0,3.0,-1.0,3.0,3.0,12.0,10.0,12.0,11.0,3.0,6.0,5.0,3.0,-1.0,2.0,5.0,2.0,1.0,0.0,2.0,1.0,3.0,-1.0,3.0,3.0,12.0,10.0,12.0,11.0,3.0,6.0,5.0,3.0,-1.0,2.0,5.0,2.0,1.0,0.0,2.0,1.0,3.0,-1.0,3.0,3.0,0
64,5.0,2.0,1.0,0.0,2.0,1.0,3.0,-1.0,3.0,3.0,3.0,13.0,-3.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,3.0,-1.0,3.0,3.0,3.0,13.0,-3.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,3.0,-1.0,3.0,3.0,3.0,13.0,-3.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,0
65,3.0,13.0,-3.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,-1.0,1.0,-3.0,-1.0,-4.0,1.0,0.0,-2.0,-6.0,3.0,13.0,-3.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,-1.0,1.0,-3.0,-1.0,-4.0,1.0,0.0,-2.0,-6.0,3.0,13.0,-3.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,-1.0,1.0,-3.0,-1.0,-4.0,1.0,0.0,-2.0,-6.0,0
66,1.0,-1.0,1.0,-3.0,-1.0,-4.0,1.0,0.0,-2.0,-6.0,-5.0,-6.0,-3.0,-1.0,-1.0,4.0,-10.0,-2.0,-2.0,-2.0,1.0,-1.0,1.0,-3.0,-1.0,-4.0,1.0,0.0,-2.0,-6.0,-5.0,-6.0,-3.0,-1.0,-1.0,4.0,-10.0,-2.0,-2.0,-2.0,1.0,-1.0,1.0,-3.0,-1.0,-4.0,1.0,0.0,-2.0,-6.0,-5.0,-6.0,-3.0,-1.0,-1.0,4.0,-10.0,-2.0,-2.0,-2.0,0
67,-5.0,-6.0,-3.0,-1.0,-1.0,4.0,-10.0,-2.0,-2.0,-2.0,-2.0,-4.0,5.0,1.0,8.0,9.0,9.0,8.0,13.0,14.0,-5.0,-6.0,-3.0,-1.0,-1.0,4.0,-10.0,-2.0,-2.0,-2.0,-2.0,-4.0,5.0,1.0,8.0,9.0,9.0,8.0,13.0,14.0,-5.0,-6.0,-3.0,-1.0,-1.0,4.0,-10.0,-2.0,-2.0,-2.0,-2.0,-4.0,5.0,1.0,8.0,9.0,9.0,8.0,13.0,14.0,0
68,-2.0,-4.0,5.0,1.0,8.0,9.0,9.0,8.0,13.0,14.0,14.0,14.0,14.0,19.0,14.0,13.0,10.0,6.0,10.0,6.0,-2.0,-4.0,5.0,1.0,8.0,9.0,9.0,8.0,13.0,14.0,14.0,14.0,14.0,19.0,14.0,13.0,10.0,6.0,10.0,6.0,-2.0,-4.0,5.0,1.0,8.0,9.0,9.0,8.0,13.0,14.0,14.0,14.0,14.0,19.0,14.0,13.0,10.0,6.0,10.0,6.0,0
69,14.0,14.0,14.0,19.0,14.0,13.0,10.0,6.0,10.0,6.0,5.0,4.0,5.0,-4.0,0.0,6.0,4.0,5.0,2.0,-4.0,14.0,14.0,14.0,19.0,14.0,13.0,10.0,6.0,10.0,6.0,5.0,4.0,5.0,-4.0,0.0,6.0,4.0,5.0,2.0,-4.0,14.0,14.0,14.0,19.0,14.0,13.0,10.0,6.0,10.0,6.0,5.0,4.0,5.0,-4.0,0.0,6.0,4.0,5.0,2.0,-4.0,0
70,5.0,4.0,5.0,-4.0,0.0,6.0,4.0,5.0,2.0,-4.0,-16.0,-5.0,6.0,5.0,1.0,9.0,4.0,7.0,8.0,2.0,5.0,4.0,5.0,-4.0,0.0,6.0,4.0,5.0,2.0,-4.0,-16.0,-5.0,6.0,5.0,1.0,9.0,4.0,7.0,8.0,2.0,5.0,4.0,5.0,-4.0,0.0,6.0,4.0,5.0,2.0,-4.0,-16.0,-5.0,6.0,5.0,1.0,9.0,4.0,7.0,8.0,2.0,0
71,-16.0,-5.0,6.0,5.0,1.0,9.0,4.0,7.0,8.0,2.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,-16.0,-5.0,6.0,5.0,1.0,9.0,4.0,7.0,8.0,2.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,-16.0,-5.0,6.0,5.0,1.0,9.0,4.0,7.0,8.0,2.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,0
72,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,0
73,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,2.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,2.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,2.0,0
74,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,2.0,5.0,5.0,5.0,0.0,-18.0,-12.0,-12.0,-6.0,-3.0,0.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,2.0,5.0,5.0,5.0,0.0,-18.0,-12.0,-12.0,-6.0,-3.0,0.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,2.0,5.0,5.0,5.0,0.0,-18.0,-12.0,-12.0,-6.0,-3.0,0.0,0
75,5.0,5.0,5.0,0.0,-18.0,-12.0,-12.0,-6.0,-3.0,0.0,-2.0,-3.0,-7.0,0.0,-5.0,-6.0,-6.0,-13.0,-3.0,-1.0,5.0,5.0,5.0,0.0,-18.0,-12.0,-12.0,-6.0,-3.0,0.0,-2.0,-3.0,-7.0,0.0,-5.0,-6.0,-6.0,-13.0,-3.0,-1.0,5.0,5.0,5.0,0.0,-18.0,-12.0,-12.0,-6.0,-3.0,0.0,-2.0,-3.0,-7.0,0.0,-5.0,-6.0,-6.0,-13.0,-3.0,-1.0,0
76,-2.0,-3.0,-7.0,0.0,-5.0,-6.0,-6.0,-13.0,-3.0,-1.0,-11.0,-14.0,-7.0,-5.0,-5.0,-5.0,-13.0,-5.0,-6.0,-10.0,-2.0,-3.0,-7.0,0.0,-5.0,-6.0,-6.0,-13.0,-3.0,-1.0,-11.0,-14.0,-7.0,-5.0,-5.0,-5.0,-13.0,-5.0,-6.0,-10.0,-2.0,-3.0,-7.0,0.0,-5.0,-6.0,-6.0,-13.0,-3.0,-1.0,-11.0,-14.0,-7.0,-5.0,-5.0,-5.0,-13.0,-5.0,-6.0,-10.0,0
77,-11.0,-14.0,-7.0,-5.0,-5.0,-5.0,-13.0,-5.0,-6.0,-10.0,-4.0,-5.0,-4.0,-4.0,-21.0,-18.0,-14.0,-12.0,8.0,-2.0,-11.0,-14.0,-7.0,-5.0,-5.0,-5.0,-13.0,-5.0,-6.0,-10.0,-4.0,-5.0,-4.0,-4.0,-21.0,-18.0,-14.0,-12.0,8.0,-2.0,-11.0,-14.0,-7.0,-5.0,-5.0,-5.0,-13.0,-5.0,-6.0,-10.0,-4.0,-5.0,-4.0,-4.0,-21.0,-18.0,-14.0,-12.0,8.0,-2.0,0
78,-4.0,-5.0,-4.0,-4.0,-21.0,-18.0,-14.0,-12.0,8.0,-2.0,-6.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,4.0,-10.0,-6.0,-4.0,-5.0,-4.0,-4.0,-21.0,-18.0,-14.0,-12.0,8.0,-2.0,-6.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,4.0,-10.0,-6.0,-4.0,-5.0,-4.0,-4.0,-21.0,-18.0,-14.0,-12.0,8.0,-2.0,-6.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,4.0,-10.0,-6.0,0
79,-6.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,4.0,-10.0,-6.0,2.0,-6.0,1.0,-4.0,-5.0,-4.0,1.0,0.0,0.0,-6.0,-6.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,4.0,-10.0,-6.0,2.0,-6.0,1.0,-4.0,-5.0,-4.0,1.0,0.0,0.0,-6.0,-6.0,1.0,-3.0,-3.0,-3.0,-3.0,1.0,4.0,-10.0,-6.0,2.0,-6.0,1.0,-4.0,-5.0,-4.0,1.0,0.0,0.0,-6.0,0
80,2.0,-6.0,1.0,-4.0,-5.0,-4.0,1.0,0.0,0.0,-6.0,-6.0,1.0,-6.0,-3.0,-2.0,0.0,-4.0,-12.0,-7.0,-3.0,2.0,-6.0,1.0,-4.0,-5.0,-4.0,1.0,0.0,0.0,-6.0,-6.0,1.0,-6.0,-3.0,-2.0,0.0,-4.0,-12.0,-7.0,-3.0,2.0,-6.0,1.0,-4.0,-5.0,-4.0,1.0,0.0,0.0,-6.0,-6.0,1.0,-6.0,-3.0,-2.0,0.0,-4.0,-12.0,-7.0,-3.0,0
81,-6.0,1.0,-6.0,-3.0,-2.0,0.0,-4.0,-12.0,-7.0,-3.0,-4.0,-6.0,-2.0,-2.0,-5.0,-2.0,-5.0,0.0,-6.0,-2.0,-6.0,1.0,-6.0,-3.0,-2.0,0.0,-4.0,-12.0,-7.0,-3.0,-4.0,-6.0,-2.0,-2.0,-5.0,-2.0,-5.0,0.0,-6.0,-2.0,-6.0,1.0,-6.0,-3.0,-2.0,0.0,-4.0,-12.0,-7.0,-3.0,-4.0,-6.0,-2.0,-2.0,-5.0,-2.0,-5.0,0.0,-6.0,-2.0,0
82,-4.0,-6.0,-2.0,-2.0,-5.0,-2.0,-5.0,0.0,-6.0,-2.0,-4.0,-1.0,-6.0,-4.0,-3.0,-6.0,-5.0,-3.0,-5.0,1.0,-4.0,-6.0,-2.0,-2.0,-5.0,-2.0,-5.0,0.0,-6.0,-2.0,-4.0,-1.0,-6.0,-4.0,-3.0,-6.0,-5.0,-3.0,-5.0,1.0,-4.0,-6.0,-2.0,-2.0,-5.0,-2.0,-5.0,0.0,-6.0,-2.0,-4.0,-1.0,-6.0,-4.0,-3.0,-6.0,-5.0,-3.0,-5.0,1.0,0
83,-4.0,-1.0,-6.0,-4.0,-3.0,-6.0,-5.0,-3.0,-5.0,1.0,-5.0,-5.0,-3.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,-4.0,-1.0,-6.0,-4.0,-3.0,-6.0,-5.0,-3.0,-5.0,1.0,-5.0,-5.0,-3.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,-4.0,-1.0,-6.0,-4.0,-3.0,-6.0,-5.0,-3.0,-5.0,1.0,-5.0,-5.0,-3.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,0
84,1.0,8.0,7.0,9.0,9.0,10.0,11.0,11.0,12.0,13.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,1.0,8.0,7.0,9.0,9.0,10.0,11.0,11.0,12.0,13.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,1.0,8.0,7.0,9.0,9.0,10.0,11.0,11.0,12.0,13.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,0
85,13.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,12.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,9.0,11.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,12.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,9.0,11.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,12.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,9.0,11.0,0
86,12.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,9.0,11.0,10.0,11.0,10.0,10.0,9.0,4.0,1.0,-3.0,-2.0,-1.0,12.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,9.0,11.0,10.0,11.0,10.0,10.0,9.0,4.0,1.0,-3.0,-2.0,-1.0,12.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,9.0,11.0,10.0,11.0,10.0,10.0,9.0,4.0,1.0,-3.0,-2.0,-1.0,0
87,10.0,11.0,10.0,10.0,9.0,4.0,1.0,-3.0,-2.0,-1.0,-2.0,-11.0,-7.0,-5.0,-8.0,-9.0,-5.0,1.0,2.0,6.0,10.0,11.0,10.0,10.0,9.0,4.0,1.0,-3.0,-2.0,-1.0,-2.0,-11.0,-7.0,-5.0,-8.0,-9.0,-5.0,1.0,2.0,6.0,10.0,11.0,10.0,10.0,9.0,4.0,1.0,-3.0,-2.0,-1.0,-2.0,-11.0,-7.0,-5.0,-8.0,-9.0,-5.0,1.0,2.0,6.0,0
88,-2.0,-11.0,-7.0,-5.0,-8.0,-9.0,-5.0,1.0,2.0,6.0,20.0,29.0,32.0,23.0,24.0,26.0,18.0,16.0,26.0,31.0,-2.0,-11.0,-7.0,-5.0,-8.0,-9.0,-5.0,1.0,2.0,6.0,20.0,29.0,32.0,23.0,24.0,26.0,18.0,16.0,26.0,31.0,-2.0,-11.0,-7.0,-5.0,-8.0,-9.0,-5.0,1.0,2.0,6.0,20.0,29.0,32.0,23.0,24.0,26.0,18.0,16.0,26.0,31.0,0
89,20.0,29.0,32.0,23.0,24.0,26.0,18.0,16.0,26.0,31.0,31.0,36.0,43.0,48.0,55.0,58.0,64.0,68.0,70.0,68.0,20.0,29.0,32.0,23.0,24.0,26.0,18.0,16.0,26.0,31.0,31.0,36.0,43.0,48.0,55.0,58.0,64.0,68.0,70.0,68.0,20.0,29.0,32.0,23.0,24.0,26.0,18.0,16.0,26.0,31.0,31.0,36.0,43.0,48.0,55.0,58.0,64.0,68.0,70.0,68.0,0
90,31.0,36.0,43.0,48.0,55.0,58.0,64.0,68.0,70.0,68.0,76.0,79.0,80.0,88.0,89.0,90.0,87.0,85.0,83.0,82.0,31.0,36.0,43.0,48.0,55.0,58.0,64.0,68.0,70.0,68.0,76.0,79.0,80.0,88.0,89.0,90.0,87.0,85.0,83.0,82.0,31.0,36.0,43.0,48.0,55.0,58.0,64.0,68.0,70.0,68.0,76.0,79.0,80.0,88.0,89.0,90.0,87.0,85.0,83.0,82.0,0
91,76.0,79.0,80.0,88.0,89.0,90.0,87.0,85.0,83.0,82.0,80.0,80.0,81.0,82.0,82.0,85.0,84.0,87.0,81.0,84.0,76.0,79.0,80.0,88.0,89.0,90.0,87.0,85.0,83.0,82.0,80.0,80.0,81.0,82.0,82.0,85.0,84.0,87.0,81.0,84.0,76.0,79.0,80.0,88.0,89.0,90.0,87.0,85.0,83.0,82.0,80.0,80.0,81.0,82.0,82.0,85.0,84.0,87.0,81.0,84.0,0
92,80.0,80.0,81.0,82.0,82.0,85.0,84.0,87.0,81.0,84.0,84.0,83.0,86.0,83.0,83.0,82.0,85.0,82.0,84.0,81.0,80.0,80.0,81.0,82.0,82.0,85.0,84.0,87.0,81.0,84.0,84.0,83.0,86.0,83.0,83.0,82.0,85.0,82.0,84.0,81.0,80.0,80.0,81.0,82.0,82.0,85.0,84.0,87.0,81.0,84.0,84.0,83.0,86.0,83.0,83.0,82.0,85.0,82.0,84.0,81.0,0
93,84.0,83.0,86.0,83.0,83.0,82.0,85.0,82.0,84.0,81.0,83.0,81.0,83.0,81.0,81.0,82.0,83.0,82.0,81.0,81.0,84.0,83.0,86.0,83.0,83.0,82.0,85.0,82.0,84.0,81.0,83.0,81.0,83.0,81.0,81.0,82.0,83.0,82.0,81.0,81.0,84.0,83.0,86.0,83.0,83.0,82.0,85.0,82.0,84.0,81.0,83.0,81.0,83.0,81.0,81.0,82.0,83.0,82.0,81.0,81.0,0
94,83.0,81.0,83.0,81.0,81.0,82.0,83.0,82.0,81.0,81.0,80.0,81.0,82.0,78.0,79.0,78.0,76.0,78.0,74.0,74.0,83.0,81.0,83.0,81.0,81.0,82.0,83.0,82.0,81.0,81.0,80.0,81.0,82.0,78.0,79.0,78.0,76.0,78.0,74.0,74.0,83.0,81.0,83.0,81.0,81.0,82.0,83.0,82.0,81.0,81.0,80.0,81.0,82.0,78.0,79.0,78.0,76.0,78.0,74.0,74.0,0
95,80.0,81.0,82.0,78.0,79.0,78.0,76.0,78.0,74.0,74.0,76.0,76.0,77.0,72.0,74.0,70.0,74.0,68.0,77.0,68.0,80.0,81.0,82.0,78.0,79.0,78.0,76.0,78.0,74.0,74.0,76.0,76.0,77.0,72.0,74.0,70.0,74.0,68.0,77.0,68.0,80.0,81.0,82.0,78.0,79.0,78.0,76.0,78.0,74.0,74.0,76.0,76.0,77.0,72.0,74.0,70.0,74.0,68.0,77.0,68.0,0
96,76.0,76.0,77.0,72.0,74.0,70.0,74.0,68.0,77.0,68.0,60.0,63.0,60.0,52.0,46.0,50.0,38.0,41.0,38.0,39.0,76.0,76.0,77.0,72.0,74.0,70.0,74.0,68.0,77.0,68.0,60.0,63.0,60.0,52.0,46.0,50.0,38.0,41.0,38.0,39.0,76.0,76.0,77.0,72.0,74.0,70.0,74.0,68.0,77.0,68.0,60.0,63.0,60.0,52.0,46.0,50.0,38.0,41.0,38.0,39.0,0
97,60.0,63.0,60.0,52.0,46.0,50.0,38.0,41.0,38.0,39.0,37.0,34.0,34.0,24.0,24.0,17.0,25.0,26.0,26.0,24.0,60.0,63.0,60.0,52.0,46.0,50.0,38.0,41.0,38.0,39.0,37.0,34.0,34.0,24.0,24.0,17.0,25.0,26.0,26.0,24.0,60.0,63.0,60.0,52.0,46.0,50.0,38.0,41.0,38.0,39.0,37.0,34.0,34.0,24.0,24.0,17.0,25.0,26.0,26.0,24.0,0
98,37.0,34.0,34.0,24.0,24.0,17.0,25.0,26.0,26.0,24.0,18.0,19.0,15.0,14.0,7.0,6.0,6.0,4.0,6.0,3.0,37.0,34.0,34.0,24.0,24.0,17.0,25.0,26.0,26.0,24.0,18.0,19.0,15.0,14.0,7.0,6.0,6.0,4.0,6.0,3.0,37.0,34.0,34.0,24.0,24.0,17.0,25.0,26.0,26.0,24.0,18.0,19.0,15.0,14.0,7.0,6.0,6.0,4.0,6.0,3.0,0
